phenomenonTime,water depth (m),CTD temperature (°C)
2009-05-20T10:13:00Z,10.0,11.37
2009-06-23T10:00:38Z,10.0,14.3
2009-07-14T10:04:26Z,10.0,15.49
2009-08-20T09:49:09Z,10.0,14.79
2009-09-15T09:55:47Z,10.0,16.21
2009-10-19T11:48:26Z,10.0,10.94
2009-12-15T09:46:42Z,10.0,6.48
2010-01-19T09:50:36Z,10.0,1.28
2010-03-19T09:48:06Z,10.0,1.03
2010-03-19T10:11:02Z,10.0,0.76
2010-03-19T10:40:02Z,10.0,0.67
2010-03-19T11:03:16Z,10.0,0.99
2010-04-26T09:47:28Z,10.0,4.69
2010-04-26T10:11:50Z,10.0,4.6
2010-04-26T10:28:12Z,10.0,4.54
2010-05-19T10:40:55Z,10.0,9.19
2010-05-19T11:01:49Z,10.0,9.2
2010-05-19T11:19:31Z,10.0,9.22
2010-05-19T11:35:34Z,10.0,9.21
2010-06-02T10:16:43Z,10.0,11.7
2010-07-01T10:05:47Z,10.0,14.08
2010-07-01T10:30:13Z,10.0,14.21
2010-07-01T10:47:59Z,10.0,14.29
2010-07-01T13:46:04Z,10.0,14.12
2010-08-10T09:46:58Z,10.0,16.14
2010-09-21T10:00:32Z,10.0,14.09
2010-09-21T10:25:04Z,10.0,14.02
2010-09-21T10:44:47Z,10.0,14.02
2010-09-21T11:01:19Z,10.0,14.09
2010-10-13T10:01:22Z,10.0,12.83
2010-10-13T10:21:01Z,10.0,12.92
2010-10-13T10:39:33Z,10.0,12.82
2010-11-16T10:01:22Z,10.0,9.53
2010-11-16T10:21:01Z,10.0,9.54
2010-11-16T10:39:33Z,10.0,9.53
2011-02-18T09:52:20Z,10.0,1.4
2011-03-08T09:55:02Z,10.0,0.45
2011-03-08T10:18:25Z,10.0,0.46
2011-03-08T10:35:23Z,10.0,0.46
2011-03-08T11:02:46Z,10.0,0.48
2011-04-19T09:51:25Z,10.0,3.9
2011-04-19T10:14:08Z,10.0,3.73
2011-04-19T10:30:13Z,10.0,3.78
2011-05-13T09:50:37Z,10.0,11.49
2011-05-13T10:14:26Z,10.0,11.51
2011-05-13T10:32:06Z,10.0,11.27
2011-06-21T09:48:32Z,10.0,11.01
2011-06-21T10:09:41Z,10.0,11.72
2011-06-21T10:25:49Z,10.0,11.68
2011-07-25T09:48:36Z,10.0,14.34
2011-07-25T10:09:41Z,10.0,14.78
2011-07-25T10:25:49Z,10.0,14.94
2011-08-01T10:01:09Z,10.0,16.26
2011-08-01T10:20:30Z,10.0,16.29
2011-08-01T10:34:20Z,10.0,16.06
2011-08-01T10:56:53Z,10.0,17.14
2011-08-01T10:56:53Z,10.0,17.15
2011-08-01T11:06:18Z,9.0,17.56
2011-08-01T11:06:18Z,9.0,17.58
2011-08-01T11:06:18Z,9.0,17.59
2011-09-21T11:06:18Z,10.0,12.84
2011-09-21T11:06:18Z,10.0,12.87
2011-09-21T11:06:18Z,10.0,12.83
2011-09-21T11:06:18Z,10.0,12.844
2011-09-21T11:06:18Z,10.0,12.872
2011-09-21T11:06:18Z,10.0,12.825
2011-11-08T09:54:43Z,10.0,10.64
2011-11-08T10:21:55Z,10.0,10.62
2011-11-08T10:46:11Z,10.0,10.63
2012-01-11T09:54:43Z,10.0,5.25
2012-01-11T10:21:55Z,10.0,5.25
2012-01-11T10:46:11Z,10.0,5.25
2012-01-11T11:07:35Z,10.0,5.26
2012-03-13T10:26:25Z,10.0,3.13
2012-03-13T10:26:25Z,10.0,3.125
2012-03-13T11:06:16Z,10.0,3.26
2012-03-13T11:06:16Z,10.0,3.259
2012-03-13T12:00:53Z,10.0,3.26
2012-03-13T12:00:53Z,10.0,3.258
2012-03-13T12:29:29Z,10.0,3.39
2012-04-10T12:50:17Z,10.0,5.14
2012-04-10T12:50:17Z,10.0,5.13
2012-04-10T12:50:17Z,10.0,5.12
2012-04-10T12:50:17Z,10.0,5.12
2012-04-10T12:50:17Z,10.0,5.141
2012-04-10T12:50:17Z,10.0,5.129
2012-04-10T12:50:17Z,10.0,5.122
2012-04-10T12:50:17Z,10.0,5.119
2012-05-14T09:58:42Z,10.0,9.32
2012-05-14T10:29:56Z,10.0,9.35
2012-05-14T10:29:56Z,10.0,9.347
2012-05-14T10:50:01Z,10.0,9.32
2012-05-14T10:50:01Z,10.0,9.324
2012-05-14T11:04:09Z,10.0,9.36
2012-05-14T11:04:09Z,10.0,9.356
2012-06-26T09:42:23Z,10.0,13.47
2012-06-26T09:42:23Z,10.0,13.468
2012-06-26T10:16:27Z,10.0,13.54
2012-06-26T10:16:27Z,10.0,13.538
2012-06-26T10:40:48Z,10.0,12.94
2012-06-26T10:40:48Z,10.0,12.942
2012-06-26T11:02:44Z,10.0,13.12
2012-06-26T11:02:44Z,10.0,13.121
2012-06-26T11:16:55Z,10.0,13.29
2012-06-26T11:16:55Z,10.0,13.294
2012-06-26T12:01:41Z,10.0,12.81
2012-07-16T11:36:19Z,10.0,14.1
2012-07-16T11:36:19Z,10.0,14.102
2012-07-16T12:02:40Z,10.0,13.99
2012-07-16T12:20:26Z,10.0,13.98
2012-07-16T12:20:26Z,10.0,13.978
2012-07-16T12:39:04Z,10.0,14.0
2012-07-16T12:39:04Z,10.0,13.996
2012-07-16T13:04:07Z,10.0,13.74
2012-07-16T13:04:07Z,10.0,13.736
2012-07-16T13:32:03Z,10.0,13.64
2012-07-16T13:32:03Z,10.0,13.636
2012-08-07T09:50:20Z,10.0,12.61
2012-08-07T09:50:20Z,10.0,12.609
2012-08-07T10:21:03Z,10.0,12.86
2012-08-07T10:21:03Z,10.0,12.858
2012-08-07T10:43:44Z,10.0,12.84
2012-08-07T10:43:44Z,10.0,12.842
2012-08-07T11:01:45Z,10.0,12.69
2012-08-07T11:01:45Z,10.0,12.689
2012-09-27T10:14:06Z,10.0,13.86
2012-09-27T10:14:06Z,10.0,13.857
2012-09-27T10:39:37Z,10.0,13.96
2012-09-27T10:59:07Z,10.0,13.8
2012-09-27T10:59:07Z,10.0,13.799
2012-09-27T11:15:54Z,10.0,13.74
2012-09-27T11:15:54Z,10.0,13.736
2012-10-02T09:46:32Z,10.0,13.5
2012-10-02T09:46:32Z,10.0,13.503
2012-10-02T10:08:00Z,10.0,13.5
2012-10-02T10:08:00Z,10.0,13.502
2012-10-02T10:27:58Z,10.0,13.52
2012-10-02T10:27:58Z,10.0,13.518
2012-10-02T10:45:15Z,10.0,13.5
2012-10-02T10:45:15Z,10.0,13.499
2012-11-06T09:55:43Z,10.0,9.51
2012-11-06T09:55:43Z,10.0,9.507
2012-11-06T10:21:17Z,10.0,9.73
2012-11-06T10:21:17Z,10.0,9.732
2012-11-06T10:38:09Z,10.0,9.61
2012-11-06T10:38:09Z,10.0,9.607
2012-11-06T10:52:10Z,10.0,9.73
2012-11-06T10:52:10Z,10.0,9.728
2012-12-04T09:50:43Z,10.0,8.13
2012-12-04T09:50:43Z,10.0,8.128
2012-12-04T10:17:05Z,10.0,8.06
2012-12-04T10:17:05Z,10.0,8.064
2012-12-04T10:34:18Z,10.0,8.0
2012-12-04T10:34:18Z,10.0,7.997
2012-12-04T10:48:39Z,10.0,7.79
2012-12-04T10:48:39Z,10.0,7.794
2013-02-06T10:49:59Z,10.0,2.03
2013-02-06T10:49:59Z,10.0,2.034
2013-02-06T11:18:14Z,10.0,2.03
2013-02-06T11:18:14Z,10.0,2.033
2013-02-06T12:10:07Z,10.0,2.03
2013-02-06T12:10:07Z,10.0,2.034
2013-02-06T12:24:43Z,10.0,2.04
2013-02-06T12:24:43Z,10.0,2.038
2013-02-06T12:34:17Z,10.0,2.03
2013-02-06T12:34:17Z,10.0,2.032
2013-03-05T10:51:02Z,10.0,1.22
2013-03-05T10:51:02Z,10.0,1.222
2013-03-05T11:22:15Z,10.0,1.23
2013-03-05T11:22:15Z,10.0,1.225
2013-03-05T12:10:32Z,10.0,1.25
2013-03-05T12:10:32Z,10.0,1.253
2013-03-05T12:28:25Z,10.0,1.22
2013-03-05T12:28:25Z,10.0,1.217
2013-04-03T10:14:50Z,10.0,1.07
2013-04-03T10:14:50Z,10.0,1.067
2013-04-03T10:44:03Z,10.0,1.04
2013-04-03T10:44:03Z,10.0,1.044
2013-04-03T11:07:49Z,10.0,1.14
2013-04-03T11:07:49Z,10.0,1.139
2013-04-03T11:21:38Z,10.0,1.11
2013-04-03T11:21:38Z,10.0,1.114
2013-04-03T12:08:33Z,10.0,1.09
2013-04-03T12:08:33Z,10.0,1.094
2013-05-24T10:33:39Z,10.0,11.13
2013-05-24T10:33:39Z,10.0,11.125
2013-05-24T11:02:13Z,10.0,10.57
2013-05-24T11:02:13Z,10.0,10.568
2013-05-24T11:21:51Z,10.0,10.74
2013-05-24T11:21:51Z,10.0,10.738
2013-05-24T11:55:20Z,10.0,10.7
2013-05-24T11:55:20Z,10.0,10.704
2013-05-24T12:13:28Z,10.0,10.71
2013-05-24T12:13:28Z,10.0,10.714
2013-06-04T10:10:04Z,10.0,13.79
2013-06-04T10:10:04Z,10.0,13.793
2013-06-04T10:30:18Z,10.0,13.74
2013-06-04T10:30:18Z,10.0,13.739
2013-06-04T10:49:35Z,10.0,13.65
2013-06-04T10:49:35Z,10.0,13.651
2013-06-04T10:59:59Z,10.0,13.68
2013-06-04T10:59:59Z,10.0,13.684
2013-06-04T11:08:26Z,10.0,13.68
2013-06-04T11:08:26Z,10.0,13.679
2013-07-04T10:30:39Z,10.0,8.15
2013-07-04T10:30:39Z,10.0,8.147
2013-07-04T11:04:53Z,10.0,8.17
2013-07-04T11:04:53Z,10.0,8.169
2013-07-04T11:32:15Z,10.0,8.12
2013-07-04T11:59:42Z,10.0,8.09
2013-07-04T11:59:42Z,10.0,8.089
2013-07-04T12:20:49Z,10.0,8.13
2013-07-04T12:20:49Z,10.0,8.125
2013-07-04T12:38:47Z,10.0,8.21
2013-07-04T12:38:47Z,10.0,8.208
2013-08-28T11:05:05Z,10.0,16.73
2013-08-28T11:05:05Z,10.0,16.733
2013-08-28T11:29:43Z,10.0,16.73
2013-08-28T11:29:43Z,10.0,16.728
2013-08-28T11:47:45Z,10.0,16.73
2013-08-28T11:47:45Z,10.0,16.7277
2013-08-28T12:20:39Z,10.0,16.65
2013-08-28T12:20:39Z,10.0,16.645
2013-08-28T12:40:44Z,10.0,16.87
2013-08-28T12:40:44Z,10.0,16.85
2013-08-28T12:40:44Z,10.0,16.871
2013-08-28T12:40:44Z,10.0,16.851
2013-08-28T12:56:23Z,10.0,16.47
2013-08-28T12:56:23Z,10.0,16.471
2013-09-24T10:09:55Z,10.0,15.76
2013-09-24T10:09:55Z,10.0,15.761
2013-09-24T10:31:40Z,10.0,15.74
2013-09-24T10:31:40Z,10.0,15.739
2013-09-24T10:49:37Z,10.0,15.71
2013-09-24T10:49:37Z,10.0,15.712
2013-09-24T11:04:21Z,10.0,15.76
2013-09-24T11:04:21Z,10.0,15.755
2013-09-24T11:43:18Z,10.0,15.72
2013-09-24T11:43:18Z,10.0,15.75
2013-09-24T11:43:18Z,10.0,15.724
2013-09-24T11:43:18Z,10.0,15.753
2013-09-24T12:15:39Z,10.0,15.74
2013-09-24T12:15:39Z,10.0,15.741
2013-10-01T10:08:17Z,10.0,14.46
2013-10-01T10:08:17Z,10.0,14.455
2013-10-01T10:30:06Z,10.0,14.44
2013-10-01T10:30:06Z,10.0,14.442
2013-10-01T10:48:43Z,10.0,14.46
2013-10-01T10:48:43Z,10.0,14.459
2013-10-01T11:00:45Z,10.0,14.45
2013-10-01T11:00:45Z,10.0,14.449
2013-11-05T10:24:16Z,10.0,11.48
2013-11-05T10:24:16Z,10.0,11.478
2013-11-05T10:48:24Z,10.0,11.53
2013-11-05T11:04:41Z,10.0,11.55
2013-11-05T11:04:41Z,10.0,11.546
2013-11-05T11:18:38Z,10.0,11.56
2013-11-05T11:18:38Z,10.0,11.559
2013-11-05T12:00:44Z,10.0,11.61
2013-11-05T12:00:44Z,10.0,11.613
2013-11-05T12:23:13Z,10.0,11.46
2013-11-05T12:23:13Z,10.0,11.45
2013-11-05T12:23:13Z,10.0,11.456
2013-11-05T12:23:13Z,10.0,11.4458
2013-11-05T12:23:13Z,10.0,11.452
2013-11-05T12:23:13Z,10.0,11.451
2013-12-03T10:17:22Z,10.0,7.09
2013-12-03T10:17:22Z,10.0,7.091
2013-12-03T10:39:54Z,10.0,7.1
2013-12-03T10:39:54Z,10.0,7.102
2013-12-03T10:58:39Z,10.0,7.08
2013-12-03T10:58:39Z,10.0,7.075
2013-12-03T11:16:59Z,10.0,7.08
2013-12-03T11:16:59Z,10.0,7.076
2013-12-03T11:26:48Z,10.0,7.08
2013-12-03T11:26:48Z,10.0,7.084
2014-02-25T09:41:38Z,10.0,2.64
2014-02-25T09:41:38Z,10.0,2.641
2014-02-25T10:09:28Z,10.0,2.6
2014-02-25T10:09:28Z,10.0,2.597
2014-02-25T10:27:54Z,10.0,2.6
2014-02-25T10:27:54Z,10.0,2.603
2014-02-25T10:47:48Z,10.0,2.56
2014-02-25T10:47:48Z,10.0,2.562
2014-02-25T10:47:48Z,10.0,2.564
2014-03-05T09:41:08Z,10.0,2.75
2014-03-05T09:41:08Z,10.0,2.752
2014-03-05T10:02:53Z,10.0,2.76
2014-03-05T10:02:53Z,10.0,2.764
2014-03-05T10:19:30Z,10.0,2.84
2014-03-05T10:34:15Z,10.0,2.77
2014-03-05T10:34:15Z,10.0,2.772
2014-04-15T09:54:34Z,10.0,7.44
2014-04-15T10:17:28Z,10.0,7.37
2014-04-15T10:17:28Z,10.0,7.366
2014-04-15T10:38:07Z,10.0,7.45
2014-04-15T10:38:07Z,10.0,7.447
2014-04-15T11:11:26Z,10.0,7.45
2014-04-15T11:11:26Z,10.0,7.446
2014-04-15T11:53:29Z,10.0,7.32
2014-04-15T11:53:29Z,10.0,7.316
2014-04-15T12:09:19Z,10.0,7.33
2014-04-15T12:09:19Z,10.0,7.331
2014-05-07T09:50:38Z,10.0,9.65
2014-05-07T09:50:38Z,10.0,9.646
2014-05-07T10:14:01Z,10.0,9.5
2014-05-07T10:14:01Z,10.0,9.504
2014-05-07T10:29:20Z,10.0,9.38
2014-05-07T10:29:20Z,10.0,9.381
2014-05-07T10:45:09Z,10.0,9.41
2014-05-07T10:45:09Z,10.0,9.407
2014-05-07T10:58:01Z,10.0,9.16
2014-05-07T10:58:01Z,10.0,9.164
2014-06-21T10:23:37Z,10.0,16.9
2014-06-21T10:23:37Z,10.0,16.902
2014-06-21T10:54:36Z,10.0,16.91
2014-06-21T10:54:36Z,10.0,16.913
2014-06-21T11:14:05Z,10.0,16.99
2014-06-21T11:14:05Z,10.0,16.986
2014-06-21T11:54:35Z,10.0,16.65
2014-06-21T11:54:35Z,10.0,16.646
2014-07-08T09:47:10Z,10.0,15.15
2014-07-08T09:47:10Z,10.0,15.149
2014-07-08T10:09:32Z,10.0,15.26
2014-07-08T10:09:32Z,10.0,15.257
2014-07-08T10:27:01Z,10.0,15.24
2014-07-08T10:27:01Z,10.0,15.238
2014-07-08T10:42:42Z,10.0,15.71
2014-07-08T10:42:42Z,10.0,15.709
2014-07-08T10:59:21Z,10.0,15.48
2014-08-28T10:26:01Z,10.0,13.89
2014-08-28T10:26:01Z,10.0,13.886
2014-08-28T10:49:08Z,10.0,13.95
2014-08-28T10:49:08Z,10.0,13.947
2014-08-28T11:03:28Z,10.0,13.92
2014-08-28T11:03:28Z,10.0,13.916
2014-08-28T11:20:17Z,10.0,13.94
2014-08-28T11:20:17Z,10.0,13.939
2014-08-28T11:50:45Z,10.0,14.14
2014-08-28T12:29:01Z,10.0,14.02
2014-08-28T12:29:01Z,10.0,14.015
2014-08-28T12:43:46Z,10.0,14.06
2014-08-28T12:43:46Z,10.0,14.059
2014-09-23T09:43:06Z,10.0,16.55
2014-09-23T09:43:06Z,10.0,16.551
2014-09-23T10:12:16Z,10.0,16.55
2014-09-23T10:12:16Z,10.0,16.551
2014-09-23T10:25:51Z,10.0,16.55
2014-09-23T10:39:30Z,10.0,16.55
2014-09-23T10:56:38Z,10.0,16.53
2014-09-23T10:56:38Z,10.0,16.533
2014-09-23T11:17:46Z,10.0,16.52
2014-09-23T11:54:34Z,10.0,16.5
2014-09-23T11:54:34Z,10.0,16.499
2014-09-23T12:13:31Z,10.0,16.51
2014-09-23T12:13:31Z,10.0,16.507
2014-09-23T12:33:18Z,10.0,16.51
2014-09-23T12:33:18Z,10.0,16.507
2014-09-23T12:33:18Z,10.0,16.506
2014-10-21T10:10:45Z,10.0,14.6
2014-10-21T10:10:45Z,10.0,14.596
2014-10-21T10:30:22Z,10.0,14.6
2014-10-21T10:59:31Z,10.0,14.6
2014-10-21T10:59:31Z,10.0,14.601
2014-10-21T11:26:15Z,10.0,14.6
2014-10-21T12:02:47Z,10.0,14.6
2014-10-21T12:28:24Z,10.0,14.6
2014-10-21T12:51:09Z,10.0,14.61
2014-10-21T12:51:09Z,10.0,14.607
2014-10-21T13:02:27Z,10.0,14.6
2014-10-21T13:02:27Z,10.0,14.604
2014-11-18T09:50:49Z,10.0,11.55
2014-11-18T09:50:49Z,10.0,11.546
2014-11-18T10:11:47Z,10.0,11.5
2014-11-18T10:11:47Z,10.0,11.499
2014-11-18T10:29:02Z,10.0,11.5
2014-11-18T10:29:02Z,10.0,11.498
2014-11-18T10:41:38Z,10.0,11.49
2014-11-18T10:41:38Z,10.0,11.491
2014-11-18T10:52:32Z,10.0,11.5
2014-11-18T10:52:32Z,10.0,11.504
2014-12-16T09:50:52Z,10.0,6.63
2014-12-16T09:50:52Z,10.0,6.631
2014-12-16T10:09:48Z,10.0,6.63
2014-12-16T10:28:02Z,10.0,6.64
2014-12-16T10:28:02Z,10.0,6.636
2014-12-16T10:43:22Z,10.0,6.62
2014-12-16T10:43:22Z,10.0,6.623
2014-12-16T10:51:26Z,10.0,6.62
2014-12-16T10:51:26Z,10.0,6.623
2015-01-06T09:54:24Z,10.0,5.65
2015-01-06T09:54:24Z,10.0,5.649
2015-01-06T10:16:52Z,10.0,5.64
2015-01-06T10:16:52Z,10.0,5.638
2015-01-06T10:37:35Z,10.0,5.63
2015-01-06T10:37:35Z,10.0,5.628
2015-01-06T10:53:10Z,10.0,5.63
2015-01-06T10:53:10Z,10.0,5.625
2015-01-06T11:04:27Z,10.0,5.62
2015-01-06T11:04:27Z,10.0,5.621
2015-02-23T09:52:42Z,10.0,3.68
2015-02-23T09:52:42Z,10.0,3.683
2015-02-23T10:14:36Z,10.0,3.62
2015-02-23T10:14:36Z,10.0,3.615
2015-02-23T10:34:51Z,10.0,3.54
2015-02-23T10:34:51Z,10.0,3.537
2015-02-23T10:50:45Z,10.0,3.59
2015-02-23T10:50:45Z,10.0,3.586
2015-02-23T11:02:49Z,10.0,3.57
2015-02-23T11:02:49Z,10.0,3.571
2015-03-17T10:01:02Z,10.0,4.24
2015-03-17T10:01:02Z,10.0,4.239
2015-03-17T10:23:20Z,10.0,4.28
2015-03-17T10:23:20Z,10.0,4.279
2015-03-17T10:39:25Z,10.0,4.28
2015-03-17T10:39:25Z,10.0,4.281
2015-03-17T11:17:02Z,10.0,4.26
2015-03-17T11:17:02Z,10.0,4.261
2015-03-17T11:50:55Z,10.0,4.27
2015-03-17T11:50:55Z,10.0,4.271
2015-03-17T12:11:35Z,10.0,4.29
2015-03-17T12:11:35Z,10.0,4.292
2015-04-21T09:55:36Z,10.0,6.79
2015-04-21T10:18:27Z,10.0,6.82
2015-04-21T10:18:27Z,10.0,6.816
2015-04-21T10:32:35Z,10.0,6.84
2015-04-21T10:32:35Z,10.0,6.844
2015-04-21T10:53:19Z,10.0,6.71
2015-04-21T10:53:19Z,10.0,6.711
2015-04-21T11:07:44Z,10.0,6.8
2015-04-21T11:07:44Z,10.0,6.795
2015-04-21T11:36:53Z,10.0,6.87
2015-05-12T10:35:59Z,10.0,9.41
2015-05-12T10:35:59Z,10.0,9.406
2015-05-12T10:56:44Z,10.0,9.27
2015-05-12T10:56:44Z,10.0,9.274
2015-05-12T11:13:38Z,10.0,9.31
2015-05-12T11:13:38Z,10.0,9.309
2015-05-12T11:45:25Z,10.0,9.28
2015-05-12T11:45:25Z,10.0,9.277
2015-05-12T11:57:16Z,10.0,9.54
2015-05-12T11:57:16Z,10.0,9.542
2015-06-04T09:48:51Z,10.0,9.57
2015-06-04T09:48:51Z,10.0,9.566
2015-06-04T10:29:06Z,10.0,9.51
2015-06-04T10:29:06Z,10.0,9.508
2015-06-04T10:50:24Z,10.0,9.55
2015-06-04T11:03:45Z,10.0,9.57
2015-06-04T11:03:45Z,10.0,9.567
2015-06-21T10:10:54Z,10.0,14.61
2015-06-21T10:10:54Z,10.0,14.608
2015-06-21T10:45:39Z,10.0,14.52
2015-06-21T10:45:39Z,10.0,14.517
2015-06-21T11:12:21Z,10.0,13.15
2015-06-21T11:12:21Z,10.0,14.446
2015-06-21T11:48:13Z,10.0,14.76
2015-06-21T11:57:30Z,10.0,13.16
2015-06-21T11:57:30Z,10.0,14.607
2015-06-21T12:16:38Z,10.0,14.82
2015-07-14T09:33:48Z,10.0,13.88
2015-07-14T09:33:48Z,10.0,15.495
2015-07-14T09:51:49Z,10.0,13.95
2015-07-14T09:51:49Z,10.0,15.092
2015-07-14T10:06:50Z,10.0,13.93
2015-07-14T10:06:50Z,10.0,15.248
2015-07-14T10:19:53Z,10.0,13.79
2015-07-14T10:19:53Z,10.0,15.076
2015-07-14T10:33:43Z,10.0,13.78
2015-07-14T10:33:43Z,10.0,15.325
2015-07-14T10:42:29Z,10.0,13.74
2015-07-14T10:42:29Z,10.0,15.01
2015-08-04T09:58:41Z,10.0,11.58
2015-08-04T09:58:41Z,10.0,15.016
2015-08-04T10:30:40Z,10.0,11.54
2015-08-04T10:30:40Z,10.0,14.385
2015-08-04T10:54:01Z,10.0,11.55
2015-08-04T10:54:01Z,10.0,14.043
2015-08-04T11:24:53Z,10.0,11.54
2015-08-04T11:24:53Z,10.0,14.8
2015-08-04T11:39:52Z,10.0,14.464
2015-09-10T09:50:23Z,10.0,16.84
2015-09-10T09:50:23Z,10.0,16.883
2015-09-10T10:13:28Z,10.0,16.84
2015-09-10T10:13:28Z,10.0,16.802
2015-09-10T10:27:41Z,10.0,16.83
2015-09-10T10:27:41Z,10.0,16.892
2015-09-10T10:44:40Z,10.0,13.93
2015-09-10T10:44:40Z,10.0,16.86
2015-09-10T10:44:40Z,10.0,16.84
2015-09-10T10:44:40Z,10.0,16.856
2015-09-10T11:09:43Z,10.0,16.9
2015-09-10T11:48:38Z,10.0,16.94
2015-09-10T11:48:38Z,10.0,16.91
2015-09-10T12:14:34Z,10.0,16.92
2015-09-10T12:26:12Z,10.0,14.03
2015-10-15T00:00:00Z,10.0,0.0
2015-11-05T10:06:48Z,10.0,11.45
2015-11-05T10:06:48Z,10.0,11.053
2015-11-05T11:00:10Z,10.0,11.46
2015-11-05T11:00:10Z,10.0,11.063
2015-11-05T11:14:13Z,10.0,11.06
2015-11-05T11:14:13Z,10.0,11.064
2015-11-05T11:14:13Z,10.0,11.062
2015-11-05T11:50:40Z,10.0,11.43
2015-11-05T11:50:40Z,10.0,11.27
2015-11-05T12:10:31Z,10.0,11.61
2015-11-05T12:10:31Z,10.0,11.296
2015-11-05T12:34:54Z,10.0,11.48
2015-11-05T12:34:54Z,10.0,11.257
2015-11-05T12:50:55Z,10.0,11.37
2015-12-08T10:11:04Z,10.0,8.37
2015-12-08T10:11:04Z,10.0,8.374
2015-12-08T10:32:48Z,10.0,8.35
2015-12-08T10:32:48Z,10.0,8.346
2015-12-08T10:47:18Z,10.0,8.36
2015-12-08T10:47:18Z,10.0,8.355
2015-12-08T11:03:18Z,10.0,8.33
2015-12-08T11:03:18Z,10.0,8.333
2015-12-08T11:14:07Z,10.0,8.32
2015-12-08T11:14:07Z,10.0,8.318
2015-12-08T11:46:40Z,10.0,8.43
2015-12-08T11:46:40Z,10.0,8.44
2015-12-08T11:46:40Z,10.0,8.33
2015-12-08T11:46:40Z,10.0,8.434
2015-12-08T11:46:40Z,10.0,8.437
2015-12-08T11:46:40Z,10.0,8.327
2015-12-08T11:58:40Z,10.0,8.24
2015-12-08T11:58:40Z,10.0,8.235
2016-03-08T10:27:07Z,10.0,3.56
2016-03-08T10:27:07Z,10.0,3.559
2016-03-08T10:53:50Z,10.0,3.57
2016-03-08T10:53:50Z,10.0,3.574
2016-03-08T11:12:46Z,10.0,3.57
2016-03-08T11:12:46Z,10.0,3.567
2016-03-08T11:52:07Z,10.0,3.58
2016-03-08T11:52:07Z,10.0,3.575
2016-03-08T12:10:14Z,10.0,3.58
2016-03-08T12:10:14Z,10.0,3.576
2016-04-12T09:46:11Z,10.0,5.58
2016-04-12T09:46:11Z,10.0,5.581
2016-04-12T10:46:02Z,10.0,5.78
2016-04-12T10:46:02Z,10.0,5.784
2016-04-12T11:00:43Z,10.0,5.71
2016-04-12T11:00:43Z,10.0,5.711
2016-04-12T11:17:01Z,10.0,5.68
2016-04-12T11:59:23Z,10.0,5.73
2016-04-12T11:59:23Z,10.0,5.725
2016-05-03T09:40:37Z,10.0,6.73
2016-05-03T09:40:37Z,10.0,6.731
2016-05-03T10:13:03Z,10.0,6.71
2016-05-03T10:13:03Z,10.0,6.712
2016-05-03T10:32:15Z,10.0,6.71
2016-05-03T10:32:15Z,10.0,6.711
2016-05-03T10:47:35Z,10.0,6.72
2016-05-03T10:47:35Z,10.0,6.718
2016-05-03T11:06:30Z,10.0,6.71
2016-05-03T11:06:30Z,10.0,6.708
2016-06-01T09:48:23Z,10.0,11.33
2016-06-01T09:48:23Z,10.0,11.325
2016-06-01T10:10:51Z,10.0,11.5
2016-06-01T10:10:51Z,10.0,11.501
2016-06-01T10:34:51Z,10.0,11.17
2016-06-01T10:34:51Z,10.0,11.165
2016-06-01T10:51:55Z,10.0,11.1
2016-06-01T11:11:15Z,10.0,11.38
2016-07-05T09:50:35Z,10.0,12.91
2016-07-05T09:50:35Z,10.0,12.905
2016-07-05T10:16:01Z,10.0,12.93
2016-07-05T10:33:37Z,10.0,12.98
2016-07-05T10:33:37Z,10.0,12.977
2016-07-05T10:51:55Z,10.0,13.03
2016-07-05T10:51:55Z,10.0,13.028
2016-07-05T11:04:40Z,10.0,12.99
2016-07-05T11:04:40Z,10.0,12.992
2016-08-03T09:39:54Z,10.0,15.54
2016-08-03T09:39:54Z,10.0,15.541
2016-08-03T10:10:28Z,10.0,15.61
2016-08-03T10:10:28Z,10.0,15.613
2016-08-03T10:27:02Z,10.0,15.41
2016-08-03T10:27:02Z,10.0,15.412
2016-08-03T10:42:54Z,10.0,15.27
2016-08-03T10:42:54Z,10.0,15.272
2016-08-03T11:05:09Z,10.0,15.22
2016-08-03T11:05:09Z,10.0,15.218
2016-09-21T10:37:05Z,10.0,17.97
2016-09-21T10:37:05Z,10.0,17.968
2016-09-21T11:06:30Z,10.0,17.93
2016-09-21T11:06:30Z,10.0,17.927
2016-09-21T11:26:59Z,10.0,17.92
2016-09-21T11:26:59Z,10.0,17.923
2016-09-21T11:38:57Z,10.0,18.01
2016-09-21T11:38:57Z,10.0,18.008
2016-09-21T11:53:05Z,10.0,17.95
2016-09-21T11:53:05Z,10.0,17.953
2016-10-19T10:21:13Z,10.0,12.36
2016-10-19T10:21:13Z,10.0,12.355
2016-10-19T10:55:03Z,10.0,12.41
2016-10-19T10:55:03Z,10.0,12.411
2016-10-19T11:14:18Z,10.0,12.46
2016-10-19T11:14:18Z,10.0,12.462
2016-10-19T11:59:21Z,10.0,12.44
2016-10-19T12:25:16Z,10.0,12.46
2016-10-19T12:25:16Z,10.0,12.457
2016-10-19T12:45:29Z,10.0,12.45
2016-10-19T12:45:29Z,10.0,12.447
2016-10-19T13:03:13Z,10.0,12.44
2016-10-19T13:03:13Z,10.0,12.435
